URL,Version,Status,OIDs,Name,Title,Description,Used
http://hl7.org/fhir/flag-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.121",FlagStatus,FlagStatus,"Indicates whether this flag is active and needs to be displayed to a user, or whether it is no longer needed or was entered in error.","ValueSet/flag-status"
http://hl7.org/fhir/fm-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.593",FinancialResourceStatusCodes,Financial Resource Status Codes,"This value set includes Status codes.","ValueSet/fm-status"
http://hl7.org/fhir/focus-characteristic-code,0.0.1-snapshot-3,active,,FocusCharacteristicCode,Focus Characteristic Code,"Evidence focus characteristic code.","ValueSet/R5-focus-characteristic-code-for-R4"
http://hl7.org/fhir/goal-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.272",GoalLifecycleStatus,GoalLifecycleStatus,"Codes that reflect the current state of a goal and whether the goal is still being targeted.","ValueSet/goal-status"
http://hl7.org/fhir/graph-compartment-rule,4.0.1,draft,"2.16.840.1.113883.4.642.4.281",GraphCompartmentRule,GraphCompartmentRule,"How a compartment must be linked.","ValueSet/graph-compartment-rule"
http://hl7.org/fhir/graph-compartment-use,4.0.1,draft,"2.16.840.1.113883.4.642.4.283",GraphCompartmentUse,GraphCompartmentUse,"Defines how a compartment rule is used.","ValueSet/graph-compartment-use"
http://hl7.org/fhir/group-measure,4.0.1,draft,"2.16.840.1.113883.4.642.4.1346",GroupMeasure,GroupMeasure,"Possible group measure aggregates (E.g. Mean, Median).","ValueSet/group-measure"
http://hl7.org/fhir/group-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.285",GroupType,GroupType,"Types of resources that are part of group.","ConceptMap/Map-R5-group-type-for-R4,ValueSet/group-type,ValueSet/R5-group-type-for-R4"
http://hl7.org/fhir/guidance-response-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.818",GuidanceResponseStatus,GuidanceResponseStatus,"The status of a guidance response.","ValueSet/guidance-response-status"
http://hl7.org/fhir/guide-page-generation,4.0.1,draft,"2.16.840.1.113883.4.642.4.999",GuidePageGeneration,GuidePageGeneration,"A code that indicates how the page is generated.","ValueSet/guide-page-generation"
http://hl7.org/fhir/guide-parameter-code,4.0.1,draft,"2.16.840.1.113883.4.642.4.997",GuideParameterCode,GuideParameterCode,"Code of parameter that is input to the guide.","ValueSet/guide-parameter-code"
http://hl7.org/fhir/history-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.268",FamilyHistoryStatus,FamilyHistoryStatus,"A code that identifies the status of the family history record.","ValueSet/history-status"
http://hl7.org/fhir/http-operations,4.0.1,draft,"2.16.840.1.113883.4.642.4.717",TestScriptRequestMethodCode,TestScriptRequestMethodCode,"The allowable request method or HTTP operation codes.","ValueSet/http-operations"
http://hl7.org/fhir/http-verb,4.0.1,active,"2.16.840.1.113883.4.642.4.625",HTTPVerb,HTTPVerb,"HTTP verbs (in the HTTP command line). See [HTTP rfc](https://tools.ietf.org/html/rfc7231) for details.","ValueSet/http-verb"
http://hl7.org/fhir/identifier-use,4.0.1,active,"2.16.840.1.113883.4.642.4.58",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","ValueSet/identifier-use"
http://hl7.org/fhir/identity-assuranceLevel,4.0.1,draft,"2.16.840.1.113883.4.642.4.657",IdentityAssuranceLevel,IdentityAssuranceLevel,"The level of confidence that this link represents the same actual person, based on NIST Authentication Levels.","ValueSet/identity-assuranceLevel"
http://hl7.org/fhir/imagingstudy-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.991",ImagingStudyStatus,ImagingStudyStatus,"The status of the ImagingStudy.","ValueSet/imagingstudy-status"
http://hl7.org/fhir/ingredient-function,0.0.1-snapshot-3,active,,IngredientFunction,Ingredient Function,"A classification of the ingredient identifying its precise purpose(s) in the drug product (beyond e.g. active/inactive).","ValueSet/R5-ingredient-function-for-R4"
http://hl7.org/fhir/ingredient-manufacturer-role,0.0.1-snapshot-3,active,,IngredientManufacturerRole,Ingredient Manufacturer Role,"The way in which this manufacturer is associated with the ingredient. For example whether it is a possible one (others allowed), or an exclusive authorized one for this ingredient. Note that this is not the manufacturing process role","ValueSet/R5-ingredient-manufacturer-role-for-R4"
http://hl7.org/fhir/ingredient-role,0.0.1-snapshot-3,active,,IngredientRole,Ingredient Role,"A classification of the ingredient identifying its purpose within the product, e.g. active, inactive.","ValueSet/R5-ingredient-role-for-R4"
http://hl7.org/fhir/interaction-incidence,0.0.1-snapshot-3,active,,InteractionIncidence,Interaction Incidence,"A categorisation for a frequency of occurence of an undesirable effect.","ValueSet/R5-interaction-incidence-for-R4"
http://hl7.org/fhir/interaction-type,0.0.1-snapshot-3,active,,InteractionType,Interaction Type,"A categorisation for an interaction between two substances.","ValueSet/R5-interaction-type-for-R4"
http://hl7.org/fhir/invoice-priceComponentType,4.0.1,draft,"2.16.840.1.113883.4.642.4.869",InvoicePriceComponentType,InvoicePriceComponentType,"Codes indicating the kind of the price component.","ValueSet/invoice-priceComponentType"
http://hl7.org/fhir/invoice-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.867",InvoiceStatus,InvoiceStatus,"Codes identifying the lifecycle stage of an Invoice.","ValueSet/invoice-status"
http://hl7.org/fhir/issue-severity,4.0.1,active,"2.16.840.1.113883.4.642.4.409",IssueSeverity,IssueSeverity,"How the issue affects the success of the action.","ConceptMap/Map-R5-issue-severity-for-R4,ValueSet/R5-issue-severity-for-R4,ValueSet/issue-severity"
http://hl7.org/fhir/issue-type,4.0.1,active,"2.16.840.1.113883.4.642.4.411",IssueType,IssueType,"A code that describes the type of issue.","ConceptMap/Map-R5-issue-type-for-R4,ValueSet/issue-type,ValueSet/R5-issue-type-for-R4"
http://hl7.org/fhir/item-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.445",QuestionnaireItemType,QuestionnaireItemType,"Distinguishes groups from questions and display text and indicates data type for questions.","ValueSet/R5-item-type-for-R4,ConceptMap/Map-R5-item-type-for-R4,ValueSet/item-type"
http://hl7.org/fhir/legal-status-of-supply,0.0.1-snapshot-3,active,,LegalStatusOfSupply,Legal Status Of Supply,"The prescription supply types appropriate to a medicinal product","ValueSet/R5-legal-status-of-supply-for-R4"
http://hl7.org/fhir/link-type,4.0.1,active,"2.16.840.1.113883.4.642.4.424",LinkType,LinkType,"The type of link between this patient resource and another patient resource.","ValueSet/link-type"
http://hl7.org/fhir/linkage-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.315",LinkageType,LinkageType,"Used to distinguish different roles a resource can play within a set of linked resources.","ValueSet/linkage-type"
http://hl7.org/fhir/list-mode,4.0.1,draft,"2.16.840.1.113883.4.642.4.319",ListMode,ListMode,"The processing mode that applies to this list.","ValueSet/list-mode"
http://hl7.org/fhir/list-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.327",ListStatus,ListStatus,"The current state of the list.","ValueSet/list-status"
http://hl7.org/fhir/location-mode,4.0.1,draft,"2.16.840.1.113883.4.642.4.331",LocationMode,LocationMode,"Indicates whether a resource instance represents a specific location or a class of locations.","ValueSet/location-mode"
http://hl7.org/fhir/location-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.333",LocationStatus,LocationStatus,"Indicates whether the location is still in use.","ValueSet/location-status"
http://hl7.org/fhir/map-context-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.680",StructureMapContextType,StructureMapContextType,"How to interpret the context.","ValueSet/map-context-type"
http://hl7.org/fhir/map-group-type-mode,4.0.1,draft,"2.16.840.1.113883.4.642.4.688",StructureMapGroupTypeMode,StructureMapGroupTypeMode,"If this is the default rule set to apply for the source type, or this combination of types.","ValueSet/map-group-type-mode"
http://hl7.org/fhir/map-input-mode,4.0.1,draft,"2.16.840.1.113883.4.642.4.678",StructureMapInputMode,StructureMapInputMode,"Mode for this instance of data.","ValueSet/map-input-mode"
http://hl7.org/fhir/map-model-mode,4.0.1,draft,"2.16.840.1.113883.4.642.4.676",StructureMapModelMode,StructureMapModelMode,"How the referenced structure is used in this mapping.","ValueSet/map-model-mode"
http://hl7.org/fhir/map-source-list-mode,4.0.1,draft,"2.16.840.1.113883.4.642.4.684",StructureMapSourceListMode,StructureMapSourceListMode,"If field is a list, how to manage the source.","ValueSet/map-source-list-mode"
http://hl7.org/fhir/map-target-list-mode,4.0.1,draft,"2.16.840.1.113883.4.642.4.686",StructureMapTargetListMode,StructureMapTargetListMode,"If field is a list, how to manage the production.","ValueSet/map-target-list-mode"
http://hl7.org/fhir/map-transform,4.0.1,draft,"2.16.840.1.113883.4.642.4.682",StructureMapTransform,StructureMapTransform,"How data is copied/created.","ValueSet/map-transform"
http://hl7.org/fhir/measure-report-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.777",MeasureReportStatus,MeasureReportStatus,"The status of the measure report.","ValueSet/measure-report-status"
http://hl7.org/fhir/measure-report-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.779",MeasureReportType,MeasureReportType,"The type of the measure report.","ValueSet/measure-report-type"
http://hl7.org/fhir/medicinal-product-additional-monitoring,0.0.1-snapshot-3,active,,AdditionalMonitoring,Additional Monitoring,"Extra monitoring defined for a Medicinal Product.","ValueSet/R5-medicinal-product-additional-monitoring-for-R4"
http://hl7.org/fhir/medicinal-product-confidentiality,0.0.1-snapshot-3,active,,ProductConfidentiality,Product Confidentiality,"Confidentiality rating, e.g. commercial sensitivity for a Medicinal Product.","ValueSet/R5-medicinal-product-confidentiality-for-R4"
http://hl7.org/fhir/medicinal-product-contact-type,0.0.1-snapshot-3,active,,ProductContactType,Product Contact Type,"Contact type for a Medicinal Product.","ValueSet/R5-medicinal-product-contact-type-for-R4"
http://hl7.org/fhir/medicinal-product-cross-reference-type,0.0.1-snapshot-3,active,,ProductCrossReferenceType,Product Cross Reference Type,"Relationship to another Medicinal Product.","ValueSet/R5-medicinal-product-cross-reference-type-for-R4"
http://hl7.org/fhir/medicinal-product-domain,0.0.1-snapshot-3,active,,MedicinalProductDomain,Medicinal Product Domain,"Applicable domain for this product (e.g. human, veterinary).","ValueSet/R5-medicinal-product-domain-for-R4"
http://hl7.org/fhir/medicinal-product-name-part-type,0.0.1-snapshot-3,active,,ProductNamePartType,Product Name Part Type,"Type of part of a name for a Medicinal Product.","ValueSet/R5-medicinal-product-name-part-type-for-R4"
http://hl7.org/fhir/medicinal-product-name-type,0.0.1-snapshot-3,active,,ProductNameType,Product Name Type,"Type of a name for a Medicinal Product.","ValueSet/R5-medicinal-product-name-type-for-R4"
http://hl7.org/fhir/medicinal-product-package-type,0.0.1-snapshot-3,active,,MedicinalProductPackageType,Medicinal Product Package Type,"Types of medicinal product packs","ValueSet/R5-medicinal-product-package-type-for-R4"
http://hl7.org/fhir/medicinal-product-pediatric-use,0.0.1-snapshot-3,active,,PediatricUse,Pediatric Use,"Suitability for age groups, in particular children.","ValueSet/R5-medicinal-product-pediatric-use-for-R4"
http://hl7.org/fhir/medicinal-product-special-measures,0.0.1-snapshot-3,active,,SpecialMeasures,Special Measures,"Extra measures defined for a Medicinal Product, such as requirement to conduct post-authorization studies.","ValueSet/R5-medicinal-product-special-measures-for-R4"
http://hl7.org/fhir/medicinal-product-type,0.0.1-snapshot-3,active,,MedicinalProductType,Medicinal Product Type,"Overall defining type of this Medicinal Product.","ValueSet/R5-medicinal-product-type-for-R4"
http://hl7.org/fhir/message-events,4.0.1,active,,MessageEvent,MessageEvent,"One of the message events defined as part of this version of FHIR.","ValueSet/message-events"
http://hl7.org/fhir/message-significance-category,4.0.1,draft,"2.16.840.1.113883.4.642.4.189",MessageSignificanceCategory,MessageSignificanceCategory,"The impact of the content of a message.","ValueSet/message-significance-category"
http://hl7.org/fhir/messageheader-response-request,4.0.1,draft,"2.16.840.1.113883.4.642.4.925",messageheader-response-request,messageheader-response-request,"HL7-defined table of codes which identify conditions under which acknowledgments are required to be returned in response to a message.","ValueSet/messageheader-response-request"
http://hl7.org/fhir/metric-calibration-state,4.0.1,draft,"2.16.840.1.113883.4.642.4.653",DeviceMetricCalibrationState,DeviceMetricCalibrationState,"Describes the state of a metric calibration.","ValueSet/metric-calibration-state"
http://hl7.org/fhir/metric-calibration-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.651",DeviceMetricCalibrationType,DeviceMetricCalibrationType,"Describes the type of a metric calibration.","ValueSet/metric-calibration-type"
http://hl7.org/fhir/metric-category,4.0.1,draft,"2.16.840.1.113883.4.642.4.649",DeviceMetricCategory,DeviceMetricCategory,"Describes the category of the metric.","ValueSet/metric-category"
http://hl7.org/fhir/metric-color,4.0.1,draft,"2.16.840.1.113883.4.642.4.655",DeviceMetricColor,DeviceMetricColor,"Describes the typical color of representation.","ValueSet/metric-color"
http://hl7.org/fhir/metric-operational-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.647",DeviceMetricOperationalStatus,DeviceMetricOperationalStatus,"Describes the operational status of the DeviceMetric.","ValueSet/metric-operational-status"
http://hl7.org/fhir/namingsystem-identifier-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.493",NamingSystemIdentifierType,NamingSystemIdentifierType,"Identifies the style of unique identifier used to identify a namespace.","ValueSet/namingsystem-identifier-type,ConceptMap/Map-R5-namingsystem-identifier-type-for-R4,ValueSet/R5-namingsystem-identifier-type-for-R4"
http://hl7.org/fhir/namingsystem-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.491",NamingSystemType,NamingSystemType,"Identifies the purpose of the naming system.","ValueSet/namingsystem-type"
http://hl7.org/fhir/network-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.457",AuditEventAgentNetworkType,AuditEventAgentNetworkType,"The type of network access point of this agent in the audit event.","ValueSet/network-type"
http://hl7.org/fhir/note-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.16",NoteType,NoteType,"The presentation types of notes.","ValueSet/note-type"
http://hl7.org/fhir/nutritionproduct-status,0.0.1-snapshot-3,active,,NutritionProductStatus,Nutrition Product Status,"Codes identifying the lifecycle stage of a product.","ValueSet/R5-nutritionproduct-status-for-R4"
http://hl7.org/fhir/observation-range-category,4.0.1,draft,"2.16.840.1.113883.4.642.4.1334",ObservationRangeCategory,ObservationRangeCategory,"Codes identifying the category of observation range.","ValueSet/observation-range-category"
http://hl7.org/fhir/observation-status,4.0.1,active,"2.16.840.1.113883.4.642.4.401",ObservationStatus,ObservationStatus,"Codes providing the status of an observation.","ConceptMap/Map-R5-detectedissue-status-for-R4-observation-status,ValueSet/observation-status"
http://hl7.org/fhir/operation-kind,4.0.1,active,"2.16.840.1.113883.4.642.4.507",OperationKind,OperationKind,"Whether an operation is a normal operation or a query.","ValueSet/operation-kind"
http://hl7.org/fhir/operation-parameter-use,4.0.1,active,"2.16.840.1.113883.4.642.4.509",OperationParameterUse,OperationParameterUse,"Whether an operation parameter is an input or an output parameter.","ValueSet/operation-parameter-use"
http://hl7.org/fhir/organization-role,4.0.1,draft,"2.16.840.1.113883.4.642.4.881",OrganizationAffiliationRole,Organization Affiliation Role,"This example value set defines a set of codes that can be used to indicate the role of one Organization in relation to another.","ValueSet/organization-role"
http://hl7.org/fhir/orientation-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.988",orientationType,orientationType,"Type for orientation.","ValueSet/orientation-type"
http://hl7.org/fhir/package-material,0.0.1-snapshot-3,active,,PackageMaterial,Package Material,"A material used in the construction of packages and their components.","ValueSet/R5-package-material-for-R4"
http://hl7.org/fhir/package-type,0.0.1-snapshot-3,active,,PackageType,Package Type,"A high level categorisation of a package.","ValueSet/R5-package-type-for-R4"
http://hl7.org/fhir/packaging-type,0.0.1-snapshot-3,active,,PackagingType,Packaging Type,"A type of packaging.","ValueSet/R5-packaging-type-for-R4"
http://hl7.org/fhir/participantrequired,4.0.1,draft,"2.16.840.1.113883.4.642.4.489",ParticipantRequired,ParticipantRequired,"Is the Participant required to attend the appointment.","ValueSet/participantrequired"
http://hl7.org/fhir/participationstatus,4.0.1,draft,"2.16.840.1.113883.4.642.4.487",ParticipationStatus,ParticipationStatus,"The Participation status of an appointment.","ConceptMap/Map-R5-appointmentresponse-status-for-R4-participationstatus,ValueSet/participationstatus"
http://hl7.org/fhir/permitted-data-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.1332",ObservationDataType,ObservationDataType,"Permitted data type for observation value.","ValueSet/permitted-data-type"
http://hl7.org/fhir/product-category,4.0.1,draft,"2.16.840.1.113883.4.642.4.901",BiologicallyDerivedProductCategory,BiologicallyDerivedProductCategory,"Biologically Derived Product Category.","ValueSet/product-category"
http://hl7.org/fhir/product-intended-use,0.0.1-snapshot-3,active,,ProductIntendedUse,Product Intended Use,"ProductIntendedUse","ValueSet/R5-product-intended-use-for-R4"
http://hl7.org/fhir/product-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.903",BiologicallyDerivedProductStatus,BiologicallyDerivedProductStatus,"Biologically Derived Product Status.","ValueSet/product-status"
http://hl7.org/fhir/product-storage-scale,4.0.1,draft,"2.16.840.1.113883.4.642.4.905",BiologicallyDerivedProductStorageScale,BiologicallyDerivedProductStorageScale,"BiologicallyDerived Product Storage Scale.","ValueSet/product-storage-scale"
http://hl7.org/fhir/provenance-entity-role,4.0.1,draft,"2.16.840.1.113883.4.642.4.437",ProvenanceEntityRole,ProvenanceEntityRole,"How an entity was used in an activity.","ConceptMap/Map-R5-provenance-entity-role-for-R4,ValueSet/R5-provenance-entity-role-for-R4,ValueSet/provenance-entity-role"
http://hl7.org/fhir/provenance-participant-role,4.0.1,draft,"2.16.840.1.113883.4.642.4.1306",ProvenanceParticipantRole,Provenance participant role,"The role that a provenance participant played","ValueSet/provenance-agent-role"
http://hl7.org/fhir/publication-status,4.0.1,active,"2.16.840.1.113883.4.642.4.4",PublicationStatus,PublicationStatus,"The lifecycle status of an artifact.","ValueSet/publication-status"
http://hl7.org/fhir/published-in-type,0.0.1-snapshot-3,active,,PublishedInType,Published In Type,"The type of publication such as book, database, or journal.","ValueSet/R5-published-in-type-for-R4"
http://hl7.org/fhir/quality-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.229",qualityType,qualityType,"Type for quality report.","ValueSet/quality-type"
http://hl7.org/fhir/quantity-comparator,4.0.1,active,"2.16.840.1.113883.4.642.4.60",QuantityComparator,QuantityComparator,"How the Quantity should be understood and represented.","ValueSet/quantity-comparator,ValueSet/R5-quantity-comparator-for-R4,ConceptMap/Map-R5-quantity-comparator-for-R4"
http://hl7.org/fhir/questionnaire-answers-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.448",QuestionnaireResponseStatus,QuestionnaireResponseStatus,"Lifecycle status of the questionnaire response.","ValueSet/questionnaire-answers-status"
http://hl7.org/fhir/questionnaire-enable-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.4.1008",EnableWhenBehavior,EnableWhenBehavior,"Controls how multiple enableWhen values are interpreted -  whether all or any must be true.","ValueSet/questionnaire-enable-behavior"
http://hl7.org/fhir/questionnaire-enable-operator,4.0.1,draft,"2.16.840.1.113883.4.642.4.1006",QuestionnaireItemOperator,QuestionnaireItemOperator,"The criteria by which a question is enabled.","ValueSet/questionnaire-enable-operator"
http://hl7.org/fhir/reaction-event-severity,4.0.1,draft,"2.16.840.1.113883.4.642.4.136",AllergyIntoleranceSeverity,AllergyIntoleranceSeverity,"Clinical assessment of the severity of a reaction event as a whole, potentially considering multiple different manifestations.","ValueSet/reaction-event-severity"
http://hl7.org/fhir/reference-handling-policy,4.0.1,active,"2.16.840.1.113883.4.642.4.203",ReferenceHandlingPolicy,ReferenceHandlingPolicy,"A set of flags that defines how references are supported.","ValueSet/reference-handling-policy"
http://hl7.org/fhir/regulated-authorization-basis,0.0.1-snapshot-3,active,,RegulatedAuthorizationBasis,Regulated Authorization Basis,"RegulatedAuthorizationBasis","ValueSet/R5-regulated-authorization-basis-for-R4"
http://hl7.org/fhir/regulated-authorization-case-type,0.0.1-snapshot-3,active,,RegulatedAuthorizationCaseType,Regulated Authorization Case Type,"RegulatedAuthorizationCaseType","ValueSet/R5-regulated-authorization-case-type-for-R4"
http://hl7.org/fhir/regulated-authorization-type,0.0.1-snapshot-3,active,,RegulatedAuthorizationType,Regulated Authorization Type,"RegulatedAuthorizationType","ValueSet/R5-regulated-authorization-type-for-R4"
http://hl7.org/fhir/related-artifact-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.100",RelatedArtifactType,RelatedArtifactType,"The type of relationship to the related artifact.","ValueSet/related-artifact-type,ConceptMap/Map-R5-related-artifact-type-for-R4,ValueSet/R5-related-artifact-type-for-R4"
http://hl7.org/fhir/remittance-outcome,4.0.1,draft,"2.16.840.1.113883.4.642.4.14",ClaimProcessingCodes,Claim Processing Codes,"This value set includes Claim Processing Outcome codes.","ValueSet/remittance-outcome"
http://hl7.org/fhir/report-action-result-codes,4.0.1,draft,"2.16.840.1.113883.4.642.4.721",TestReportActionResult,TestReportActionResult,"The results of executing an action.","ValueSet/report-action-result-codes"
http://hl7.org/fhir/report-participant-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.723",TestReportParticipantType,TestReportParticipantType,"The type of participant.","ValueSet/report-participant-type"
http://hl7.org/fhir/report-relation-type,0.0.1-snapshot-3,active,,ReportRelationshipType,Report Relationship Type,"The type of relationship between reports.","ValueSet/R5-report-relation-type-for-R4"
http://hl7.org/fhir/report-result-codes,4.0.1,draft,"2.16.840.1.113883.4.642.4.719",TestReportResult,TestReportResult,"The reported execution result.","ValueSet/report-result-codes"
http://hl7.org/fhir/report-status-codes,4.0.1,draft,"2.16.840.1.113883.4.642.4.725",TestReportStatus,TestReportStatus,"The current status of the test report.","ValueSet/report-status-codes"
http://hl7.org/fhir/repository-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.231",repositoryType,repositoryType,"Type for access of external URI.","ValueSet/repository-type"
http://hl7.org/fhir/request-intent,4.0.1,draft,"2.16.840.1.113883.4.642.4.114",RequestIntent,RequestIntent,"Codes indicating the degree of authority/intentionality associated with a request.","ValueSet/request-intent,ValueSet/task-intent,ConceptMap/Map-R5-care-plan-intent-for-R4,ValueSet/care-plan-intent,ValueSet/R5-care-plan-intent-for-R4"
http://hl7.org/fhir/request-priority,4.0.1,draft,"2.16.840.1.113883.4.642.4.116",RequestPriority,RequestPriority,"Identifies the level of importance to be assigned to actioning the request.","ValueSet/request-priority"
http://hl7.org/fhir/request-resource-types,4.0.1,draft,"2.16.840.1.113883.4.642.4.1059",RequestResourceType,RequestResourceType,"A list of all the request resource types defined in this version of the FHIR specification.","ValueSet/request-resource-types"
http://hl7.org/fhir/request-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.112",RequestStatus,RequestStatus,"Codes identifying the lifecycle stage of a request.","ValueSet/request-status"
http://hl7.org/fhir/research-study-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.820",ResearchStudyStatus,ResearchStudyStatus,"Codes that convey the current status of the research study.","ValueSet/research-study-status"
http://hl7.org/fhir/research-subject-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.830",ResearchSubjectStatus,ResearchSubjectStatus,"Indicates the progression of a study subject through a study.","ValueSet/research-subject-status"
http://hl7.org/fhir/resource-types,4.0.1,active,,ResourceType,ResourceType,"One of the resource types defined as part of this version of FHIR.","ValueSet/subject-type,ValueSet/audit-entity-type,ValueSet/defined-types,ValueSet/consent-content-class,ValueSet/resource-types,ValueSet/all-types,ValueSet/care-plan-activity-kind"
http://hl7.org/fhir/response-code,4.0.1,draft,"2.16.840.1.113883.4.642.4.381",ResponseType,ResponseType,"The kind of response to a message.","ValueSet/response-code"
http://hl7.org/fhir/restful-capability-mode,4.0.1,active,"2.16.840.1.113883.4.642.4.177",RestfulCapabilityMode,RestfulCapabilityMode,"The mode of a RESTful capability statement.","ValueSet/restful-capability-mode"
http://hl7.org/fhir/restful-interaction,4.0.1,active,,FHIR Restful Interactions,,"The set of interactions defined by the RESTful part of the FHIR specification.","ValueSet/system-restful-interaction,ValueSet/type-restful-interaction,ValueSet/audit-event-sub-type,ValueSet/R5-testscript-operation-codes-for-R4,ValueSet/R5-interaction-trigger-for-R4,ConceptMap/Map-R5-testscript-operation-codes-for-R4"
http://hl7.org/fhir/search-comparator,4.0.1,draft,"2.16.840.1.113883.4.642.4.638",SearchComparator,SearchComparator,"What Search Comparator Codes are supported in search.","ValueSet/search-comparator"
http://hl7.org/fhir/search-entry-mode,4.0.1,active,"2.16.840.1.113883.4.642.4.623",SearchEntryMode,SearchEntryMode,"Why an entry is in the result set - whether it's included as a match or because of an _include requirement, or to convey information or warning information about the search process.","ValueSet/search-entry-mode"
http://hl7.org/fhir/search-modifier-code,4.0.1,draft,"2.16.840.1.113883.4.642.4.640",SearchModifierCode,SearchModifierCode,"A supported modifier for a search parameter.","ValueSet/search-modifier-code,ConceptMap/Map-R5-search-modifier-code-for-R4,ValueSet/R5-search-modifier-code-for-R4"
http://hl7.org/fhir/search-param-type,4.0.1,active,"2.16.840.1.113883.4.642.4.12",SearchParamType,SearchParamType,"Data types allowed to be used for search parameters.","ValueSet/search-param-type"
http://hl7.org/fhir/search-xpath-usage,4.0.1,draft,"2.16.840.1.113883.4.642.4.636",XPathUsageType,XPathUsageType,"How a search parameter relates to the set of elements returned by evaluating its xpath query.","ValueSet/search-xpath-usage"
http://hl7.org/fhir/sequence-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.220",sequenceType,sequenceType,"Type if a sequence -- DNA, RNA, or amino acid sequence.","ValueSet/sequence-type"
http://hl7.org/fhir/sid/ex-icd-10-procedures,4.0.1,draft,"2.16.840.1.113883.4.642.4.575",ICD-10ProcedureCodes,ICD-10 Procedure Codes,"This value set includes sample ICD-10 Procedure codes.","ValueSet/icd-10-procedures"
http://hl7.org/fhir/slotstatus,4.0.1,draft,"2.16.840.1.113883.4.642.4.483",SlotStatus,SlotStatus,"The free/busy status of the slot.","ValueSet/slotstatus"
http://hl7.org/fhir/spdx-license,84728b7,draft,"2.16.840.1.113883.4.642.4.1027",SPDXLicense,SPDXLicense,"The license that applies to an Implementation Guide (using an SPDX license Identifiers, or 'not-open-source'). The binding is required but new SPDX license Identifiers are allowed to be used (https://spdx.org/licenses/).","ValueSet/spdx-license"
http://hl7.org/fhir/specimen-contained-preference,4.0.1,draft,"2.16.840.1.113883.4.642.4.853",SpecimenContainedPreference,SpecimenContainedPreference,"Degree of preference of a type of conditioned specimen.","ValueSet/specimen-contained-preference"
http://hl7.org/fhir/specimen-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.472",SpecimenStatus,SpecimenStatus,"Codes providing the status/availability of a specimen.","ValueSet/specimen-status"
http://hl7.org/fhir/statistic-model-code,0.0.1-snapshot-3,active,,StatisticModelCode,Statistic Model Code,"The role that the assertion variable plays.","ValueSet/R5-statistic-model-code-for-R4"
http://hl7.org/fhir/strand-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.986",strandType,strandType,"Type for strand.","ValueSet/strand-type"
http://hl7.org/fhir/structure-definition-kind,4.0.1,active,"2.16.840.1.113883.4.642.4.669",StructureDefinitionKind,StructureDefinitionKind,"Defines the type of structure that a definition is describing.","ValueSet/structure-definition-kind"
http://hl7.org/fhir/subscription-channel-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.501",SubscriptionChannelType,SubscriptionChannelType,"The type of method used to execute a subscription.","ValueSet/subscription-channel-type"
http://hl7.org/fhir/subscription-notification-type,0.0.1-snapshot-3,active,,SubscriptionNotificationType,Subscription Notification Type,"The type of notification represented by the status message.","ValueSet/R5-subscription-notification-type-for-R4"
http://hl7.org/fhir/subscription-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.503",SubscriptionStatus,SubscriptionStatus,"The status of a subscription.","ValueSet/R5-subscription-status-for-R4,ConceptMap/Map-R5-subscription-status-for-R4,ValueSet/subscription-status"
