Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
input/vocabulary/CodeSystem-v3-ucum.json	2461	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	62	0	0	0	0	0	0
input/vocabulary/CodeSystem-validation-process.json	3322	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	58	0	0	0	0	0	0
input/vocabulary/CodeSystem-validation-status.json	2758	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	57	0	0	0	1	0	0
input/vocabulary/CodeSystem-validation-type.json	2566	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	58	0	0	0	0	0	0
input/vocabulary/CodeSystem-variable-handling.json	5662	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	56	0	0	0	0	0	0
input/vocabulary/CodeSystem-variable-role.json	3740	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	58	0	0	0	0	0	0
input/vocabulary/CodeSystem-verificationresult-communication-method.json	3933	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	59	0	0	0	0	0	0
input/vocabulary/CodeSystem-verificationresult-status.json	5123	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	59	0	0	0	1	0	0
input/vocabulary/CodeSystem-version-algorithm.json	5173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	62	0	0	0	0	0	0
input/vocabulary/CodeSystem-versioning-policy.json	4214	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	57	0	0	0	0	0	0
input/vocabulary/CodeSystem-virtual-service-type.json	4034	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	58	0	0	0	0	0	0
input/vocabulary/CodeSystem-vision-base-codes.json	3807	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	57	0	0	0	0	0	0
input/vocabulary/CodeSystem-vision-eye-codes.json	3168	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	57	0	0	0	0	0	0
input/vocabulary/CodeSystem-w3c-provenance-activity-type.json	16255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	61	0	0	0	1	0	0
input/vocabulary/CodeSystem-warning-type.json	7116	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	59	0	0	0	0	0	0
input/vocabulary/CodeSystem-week-of-month.json	4058	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	26	56	0	0	0	0	0	0
input/vocabulary/ConceptMap-R5-FHIR-version-for-R4.json	31367	2	0	1	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	126	78	0	1	0	2	0	0
input/vocabulary/ConceptMap-R5-action-participant-type-for-R4.json	7294	1	0	0	1	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	44	61	0	0	0	1	0	0
input/vocabulary/ConceptMap-R5-appointmentresponse-status-for-R4-participationstatus.json	5149	1	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	38	63	0	0	0	0	0	0
input/vocabulary/ConceptMap-R5-assert-operator-codes-for-R4.json	14667	1	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	70	65	0	0	0	1	0	0
input/vocabulary/ConceptMap-R5-assert-response-code-types-for-R4.json	48452	2	0	0	1	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	202	80	0	0	0	2	0	0
input/vocabulary/ConceptMap-R5-bundle-type-for-R4.json	10982	2	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	1	0	0	0	57	71	0	0	0	1	0	0
input/vocabulary/ConceptMap-R5-care-plan-intent-for-R4.json	5672	2	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	38	92	0	0	0	0	0	0
input/vocabulary/ConceptMap-R5-code-search-support-for-R4.json	3048	1	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	32	60	0	0	0	0	0	0
input/vocabulary/ConceptMap-R5-compartment-type-for-R4.json	6983	4	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	47	62	0	0	0	0	0	0
input/vocabulary/ConceptMap-R5-composition-status-for-R4.json	7141	2	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	41	60	0	0	0	1	0	0
input/vocabulary/ConceptMap-R5-consent-state-codes-for-R4.json	8165	2	0	0	1	0	0	0	1	251	0	0	0	0	0	0	0	0	0	0	0	48	61	0	0	0	0	0	0
input/vocabulary/ConceptMap-R5-data-types-for-R4.json	289187	11	0	0	0	0	0	0	1	274	0	0	0	0	0	0	0	0	0	0	0	1104	185	0	0	0	13	0	0
input/vocabulary/ConceptMap-R5-detectedissue-status-for-R4-observation-status.json	4043	2	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	35	62	0	0	0	0	0	0
input/vocabulary/ConceptMap-R5-deviceusage-status-for-R4-device-statement-status.json	8724	2	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	51	62	0	0	0	0	0	0
input/vocabulary/ConceptMap-R5-discriminator-type-for-R4.json	7043	2	0	0	1	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	43	61	0	0	0	1	0	0
input/vocabulary/ConceptMap-R5-document-relationship-type-for-R4.json	6653	3	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	43	61	0	0	0	0	0	0
input/vocabulary/ConceptMap-R5-encounter-status-for-R4.json	12545	3	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	67	63	0	0	0	1	0	0
input/vocabulary/ConceptMap-R5-endpoint-payload-type-for-R4.json	31991	3	0	0	0	0	0	0	1	252	0	0	0	0	0	0	0	0	0	0	0	96	79	0	0	0	1	0	0
input/vocabulary/ConceptMap-R5-event-timing-for-R4.json	23168	1	0	0	1	0	0	0	0	493	0	0	0	0	0	0	0	0	0	0	0	91	77	0	0	0	1	0	0
input/vocabulary/ConceptMap-R5-filter-operator-for-R4.json	11732	2	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	62	62	0	0	0	0	0	0
input/vocabulary/ConceptMap-R5-group-type-for-R4.json	6335	1	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	42	59	0	0	0	0	0	0
input/vocabulary/ConceptMap-R5-issue-severity-for-R4.json	5610	2	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	40	58	0	0	0	1	0	0
input/vocabulary/ConceptMap-R5-issue-type-for-R4.json	35417	1	0	0	1	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	139	71	0	0	0	1	0	1
input/vocabulary/ConceptMap-R5-item-type-for-R4.json	17674	2	0	0	0	0	0	0	1	296	0	0	0	0	0	0	0	0	0	0	0	85	66	0	0	0	1	0	0
input/vocabulary/ConceptMap-R5-languages-for-R4.json	23065	2	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	68	72	0	0	0	1	0	0
input/vocabulary/ConceptMap-R5-namingsystem-identifier-type-for-R4.json	7157	1	0	0	1	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	46	62	0	0	0	0	0	0
input/vocabulary/ConceptMap-R5-observation-interpretation-for-R4.json	44759	2	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	176	77	0	0	0	2	0	0
input/vocabulary/ConceptMap-R5-provenance-entity-role-for-R4.json	6162	1	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	40	65	0	0	0	0	0	0
input/vocabulary/ConceptMap-R5-quantity-comparator-for-R4.json	5959	1	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	42	62	0	0	0	0	0	0
input/vocabulary/ConceptMap-R5-related-artifact-type-for-R4.json	16577	2	0	0	1	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	66	61	0	0	0	1	0	0
input/vocabulary/ConceptMap-R5-resource-types-for-R4.json	49605	3	0	0	0	0	0	0	1	260	0	0	0	0	0	0	0	0	0	0	0	166	91	0	0	0	2	0	0
input/vocabulary/ConceptMap-R5-search-modifier-code-for-R4.json	17478	1	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	79	65	0	0	0	1	0	0
input/vocabulary/ConceptMap-R5-study-type-for-R4.json	3323	1	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	30	59	0	0	0	0	0	0
input/vocabulary/ConceptMap-R5-subscription-status-for-R4.json	5950	2	0	0	1	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	39	59	0	0	0	1	0	0
input/vocabulary/ConceptMap-R5-supplydelivery-supplyitemtype-for-R4-supplydelivery-type.json	3868	1	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	35	60	0	0	0	0	0	0
input/vocabulary/ConceptMap-R5-testscript-operation-codes-for-R4.json	16820	2	0	0	1	0	0	0	1	280	0	0	0	0	0	0	0	0	0	0	0	117	65	0	0	0	0	0	0
input/vocabulary/ConceptMap-R5-ucum-common-for-R4.json	267394	10	0	0	0	0	0	0	4	252	0	0	0	0	0	0	0	1	0	0	0	606	212	0	0	0	13	0	0
input/vocabulary/ConceptMap-R5-udi-entry-type-for-R4.json	8265	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	49	62	0	0	0	0	0	0
input/vocabulary/ConceptMap-R5-v3-EntityNamePartQualifier-for-R4-name-part-qualifier.json	8393	2	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	40	65	0	0	0	1	0	0
input/vocabulary/ConceptMap-R5-v3-MediaType-for-R4-media-type.json	8980	1	0	0	1	0	0	0	1	259	0	0	0	0	0	0	0	0	0	0	0	41	65	0	0	0	0	0	0
input/vocabulary/ConceptMap-R5-verificationresult-status-for-R4.json	9163	1	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	51	59	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-FHIR-version-for-R4.json	12460	2	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	54	98	0	0	0	2	0	0
input/vocabulary/ValueSet-R5-POAIndicators-for-R4.json	3464	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	32	79	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-account-aggregate-for-R4.json	3457	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	28	73	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-account-balance-term-for-R4.json	3963	2	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	29	72	0	0	0	0	0	1
input/vocabulary/ValueSet-R5-account-billing-status-for-R4.json	4734	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	34	73	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-account-relationship-for-R4.json	3242	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	25	70	0	0	0	1	0	0
input/vocabulary/ValueSet-R5-action-code-for-R4.json	5709	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	35	73	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-action-participant-function-for-R4.json	3964	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	28	69	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-action-participant-type-for-R4.json	5756	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	34	75	0	1	0	1	0	0
input/vocabulary/ValueSet-R5-action-reason-code-for-R4.json	4525	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	30	73	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-activity-definition-category-for-R4.json	3337	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	30	636	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-additional-binding-purpose-for-R4.json	5739	1	0	0	1	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	40	78	0	0	0	2	0	0
input/vocabulary/ValueSet-R5-administrable-dose-form-for-R4.json	62752	4	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	0	287	136	0	0	0	3	0	0
input/vocabulary/ValueSet-R5-administration-subpotent-reason-for-R4.json	4627	1	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	43	71	0	0	0	1	0	0
input/vocabulary/ValueSet-R5-adverse-event-participant-function-for-R4.json	3941	1	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	55	74	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-adverse-event-status-for-R4.json	3751	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	36	68	0	0	0	1	0	0
input/vocabulary/ValueSet-R5-all-resource-types-for-R4.json	48195	3	0	0	1	0	0	0	1	38	0	0	0	0	0	0	0	0	0	0	0	274	260	0	0	0	6	0	0
input/vocabulary/ValueSet-R5-allerg-intol-substance-exp-risk-for-R4.json	3148	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	36	564	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-animal-tissue-type-for-R4.json	56371	4	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	222	133	0	1	0	5	0	0
input/vocabulary/ValueSet-R5-appointmentresponse-status-for-R4-participationstatus.json	3699	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	29	72	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-appropriateness-score-for-R4.json	5310	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	34	557	0	0	0	1	0	0
input/vocabulary/ValueSet-R5-artifact-contribution-instance-type-for-R4.json	4071	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	30	69	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-artifact-contribution-type-for-R4.json	7332	2	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	44	78	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-artifact-url-classifier-for-R4.json	6927	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	43	79	0	0	0	1	0	0
input/vocabulary/ValueSet-R5-artifactassessment-disposition-for-R4.json	4391	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	32	76	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-artifactassessment-information-type-for-R4.json	4555	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	33	71	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-artifactassessment-workflow-status-for-R4.json	5812	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	38	78	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-assert-manual-completion-codes-for-R4.json	3847	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	30	69	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-assert-operator-codes-for-R4.json	4516	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	29	71	0	0	0	1	0	0
input/vocabulary/ValueSet-R5-assert-response-code-types-for-R4.json	9746	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	44	76	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-attribute-estimate-type-for-R4.json	6375	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	44	76	0	0	0	1	0	0
input/vocabulary/ValueSet-R5-audit-event-outcome-detail-for-R4.json	21485	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	90	90	0	0	0	2	0	0
input/vocabulary/ValueSet-R5-audit-event-severity-for-R4.json	4775	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	33	71	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-biologicallyderived-product-property-type-codes-for-R4.json	4195	1	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	29	678	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-biologicallyderived-productcodes-for-R4.json	6165	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	38	83	0	1	0	1	0	0
input/vocabulary/ValueSet-R5-biologicallyderivedproductdispense-match-status-for-R4.json	4230	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	30	71	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-biologicallyderivedproductdispense-origin-relationship-for-R4.json	4592	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	33	71	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-biologicallyderivedproductdispense-performer-function-for-R4.json	5295	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	36	73	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-biologicallyderivedproductdispense-status-for-R4.json	5247	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	37	69	0	0	0	1	0	0
input/vocabulary/ValueSet-R5-bundle-type-for-R4.json	4190	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	26	69	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-capability-format-type-for-R4.json	4122	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	29	643	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-care-plan-intent-for-R4.json	3954	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	27	73	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-certainty-rating-for-R4.json	7568	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	40	73	0	0	0	1	0	0
input/vocabulary/ValueSet-R5-certainty-subcomponent-rating-for-R4.json	6002	1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	34	553	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-certainty-subcomponent-type-for-R4.json	5101	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	36	551	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-certainty-type-for-R4.json	5601	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	34	72	0	0	0	1	0	0
input/vocabulary/ValueSet-R5-characteristic-combination-for-R4.json	5073	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	33	74	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-characteristic-method-for-R4.json	3123	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	25	548	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-characteristic-offset-for-R4.json	3310	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	25	69	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-choice-list-orientation-for-R4.json	2977	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	25	542	0	0	0	1	0	0
input/vocabulary/ValueSet-R5-citation-artifact-classifier-for-R4.json	12319	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	63	80	0	0	0	1	0	0
input/vocabulary/ValueSet-R5-citation-classification-type-for-R4.json	4054	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	32	71	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-citation-status-type-for-R4.json	12424	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	61	79	0	0	0	1	0	1
input/vocabulary/ValueSet-R5-citation-summary-style-for-R4.json	7475	1	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	42	74	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-cited-artifact-abstract-type-for-R4.json	6631	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	39	73	0	0	0	1	0	0
input/vocabulary/ValueSet-R5-cited-artifact-classification-type-for-R4.json	6679	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	40	71	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-cited-artifact-part-type-for-R4.json	5620	1	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	35	74	0	0	0	1	0	0
input/vocabulary/ValueSet-R5-cited-artifact-status-type-for-R4.json	7803	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	45	75	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-cited-medium-for-R4.json	4802	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	33	70	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-claim-decision-for-R4.json	3825	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	29	68	0	0	0	1	0	0
input/vocabulary/ValueSet-R5-claim-decision-reason-for-R4.json	4278	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	32	71	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-clinical-discharge-disposition-for-R4.json	5372	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	38	73	0	1	0	0	0	0
input/vocabulary/ValueSet-R5-clinical-use-definition-category-for-R4.json	4139	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	29	67	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-clinical-use-definition-type-for-R4.json	4598	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	30	70	0	0	0	1	0	0
input/vocabulary/ValueSet-R5-code-search-support-for-R4.json	4046	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	28	68	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-codesystem-altcode-kind-for-R4.json	3970	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	29	550	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-combined-dose-form-for-R4.json	30097	2	0	0	1	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	120	97	0	0	0	2	0	0
input/vocabulary/ValueSet-R5-compartment-type-for-R4.json	4130	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	29	69	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-composition-altcode-kind-for-R4.json	3931	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	31	557	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-composition-status-for-R4.json	5691	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	34	75	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-conceptmap-attribute-type-for-R4.json	4123	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	30	73	0	0	0	1	0	0
input/vocabulary/ValueSet-R5-conceptmap-property-type-for-R4.json	4673	1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	33	73	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-concrete-fhir-types-for-R4.json	63687	4	0	0	0	0	0	0	1	35	0	0	0	0	0	0	0	0	0	0	0	311	275	0	1	0	7	0	0
input/vocabulary/ValueSet-R5-condition-precondition-type-for-R4.json	3307	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	27	82	0	0	0	1	0	0
input/vocabulary/ValueSet-R5-condition-questionnaire-purpose-for-R4.json	3646	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	29	71	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-condition-state-for-R4.json	3153	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	27	542	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-conformance-expectation-for-R4.json	3559	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	29	71	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-consent-state-codes-for-R4.json	4301	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	27	66	0	0	0	1	0	0
input/vocabulary/ValueSet-R5-consent-verification-for-R4.json	3346	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	27	70	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-contract-data-meaning-for-R4.json	3529	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	28	569	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-contributor-role-for-R4.json	4863	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	32	69	0	0	0	1	0	0
input/vocabulary/ValueSet-R5-contributor-summary-source-for-R4.json	4343	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	31	70	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-contributor-summary-style-for-R4.json	8929	2	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	52	73	0	0	0	1	0	0
input/vocabulary/ValueSet-R5-contributor-summary-type-for-R4.json	5365	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	34	72	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-copy-number-event-for-R4.json	3188	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	27	549	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-coverage-kind-for-R4.json	3391	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	26	72	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-coverage-selfpay-for-R4.json	2604	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	27	71	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-data-types-for-R4.json	63565	3	0	0	1	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	289	236	0	0	0	5	0	0
input/vocabulary/ValueSet-R5-datestype-for-R4.json	3595	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	28	81	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-definition-method-for-R4.json	5028	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	34	68	0	0	0	1	0	0
input/vocabulary/ValueSet-R5-detectedissue-status-for-R4-observation-status.json	3783	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	26	69	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-device-availability-status-for-R4.json	3834	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	29	66	0	0	0	0	0	0
input/vocabulary/ValueSet-R5-device-category-for-R4.json	5354	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	35	68	0	0	0	0	0	0
